,genome_id,genome_name,taxon_id,genome_status,genome_length,gc_content,contig_l50,contig_n50,chromosomes,plasmids,contigs,patric_cds,refseq_cds,trna,rrnacoarse_consistency,fine_consistency,checkm_completeness,checkm_contamination,genome_qualitydate_created,date_modified
319219,562.65804,Escherichia coli strain R208,562,WGS,4762858,50.605625,9.0,163642.0,0.0,0.0,90,4704.0,,81.0,,99.0,,,,2020-10-30T14:27:56.741Z
319227,562.65805,Escherichia coli strain R299,562,WGS,4914570,50.642334,10.0,173559.0,0.0,0.0,120,4928.0,,80.0,,98.1,,,,2020-10-29T01:19:20.463Z
319230,562.7681,Escherichia coli strain R302583-2B,562,WGS,5134095,50.48,10.0,150297.0,,,122,5256.0,4847.0,77.0,,99.0,100.0,0.0,,2016-01-17T17:07:03.001Z
319231,562.65801,Escherichia coli strain R37,562,WGS,4811033,50.5856,10.0,187057.0,0.0,0.0,122,4782.0,,81.0,,98.7,,,,2020-10-29T01:19:22.978Z
319232,562.65806,Escherichia coli strain R392,562,WGS,4817280,50.58483,10.0,191011.0,0.0,0.0,116,4788.0,,80.0,,98.0,,,,2020-10-29T01:19:19.201Z
319234,562.7678,Escherichia coli strain R402077,562,WGS,5091798,50.5,24.0,72304.0,,,262,5344.0,4784.0,89.0,,98.5,100.0,0.0,,2016-01-17T17:07:01.918Z
319239,562.65807,Escherichia coli strain R423,562,WGS,4740983,50.537746,10.0,183831.0,0.0,0.0,92,4685.0,,80.0,,98.0,,,,2020-10-30T14:27:56.741Z
319240,562.65808,Escherichia coli strain R432,562,WGS,4722680,50.54213,10.0,183831.0,0.0,0.0,100,4669.0,,80.0,,97.9,,,,2020-10-30T14:27:56.741Z
319241,562.7626,Escherichia coli strain R503696,562,WGS,5024713,50.57,22.0,75111.0,,,218,5207.0,4709.0,80.0,,98.4,100.0,0.0,,2016-01-17T17:06:42.904Z
319242,562.658,Escherichia coli strain R56,562,WGS,4918873,50.647415,11.0,159762.0,0.0,0.0,119,4935.0,,80.0,,98.1,,,,2020-10-29T01:19:26.769Z
319243,562.65802,Escherichia coli strain R61a,562,WGS,4915747,50.64504,11.0,159762.0,0.0,0.0,132,4943.0,,80.0,,98.0,,,,2020-10-30T14:27:56.741Z
319484,562.11557,Escherichia coli strain RL138,562,WGS,5453742,50.51,13.0,129471.0,,,239,5706.0,,83.0,,99.1,100.0,0.0,,2016-09-12T07:25:04.196Z
319485,562.11349,Escherichia coli strain RL145,562,WGS,5384131,50.41,11.0,174969.0,,,181,5570.0,,83.0,,98.6,100.0,0.0,,2016-08-27T14:11:43.662Z
319486,562.11346,Escherichia coli strain RL158,562,WGS,5147938,50.41,4.0,366146.0,,,95,5194.0,,81.0,,99.0,100.0,0.4,,2016-08-27T14:09:08.471Z
319511,562.11347,Escherichia coli strain RL465,562,WGS,5168689,50.5,12.0,128110.0,,,135,5305.0,,85.0,,98.7,100.0,0.4,,2016-08-27T14:11:28.770Z
319615,562.65809,Escherichia coli strain RS119,562,WGS,4850534,50.632942,10.0,183831.0,0.0,0.0,124,4870.0,,81.0,,97.9,,,,2020-10-29T01:19:39.618Z
319617,562.6581,Escherichia coli strain RS153,562,WGS,4721339,50.659885,9.0,194698.0,0.0,0.0,102,4685.0,,81.0,,98.1,,,,2020-10-29T01:19:37.111Z
319618,562.65811,Escherichia coli strain RS254,562,WGS,4795887,50.59183,10.0,173559.0,0.0,0.0,129,4783.0,,80.0,,98.8,,,,2020-10-29T01:19:35.817Z
319619,562.65812,Escherichia coli strain RS288,562,WGS,4956577,50.561283,11.0,162147.0,0.0,0.0,139,4982.0,,81.0,,98.7,,,,2020-10-29T01:19:41Z
319622,562.65813,Escherichia coli strain RS333,562,WGS,4788286,50.654724,10.0,173559.0,0.0,0.0,120,4794.0,,80.0,,98.0,,,,2020-10-30T14:27:56.741Z
319623,562.65815,Escherichia coli strain RS334,562,WGS,4794157,50.64884,10.0,173559.0,0.0,0.0,119,4799.0,,80.0,,98.0,,,,2020-10-29T01:27:46.433Z
319624,562.65818,Escherichia coli strain RS371,562,WGS,4781635,50.635838,9.0,205822.0,0.0,0.0,113,4733.0,,78.0,,98.8,,,,2020-10-29T01:27:43.817Z
323198,562.4591,Escherichia coli strain URMC_105,562,WGS,5199221,50.650913,15.0,138227.0,,,86,5461.0,5222.0,76.0,,98.7,,,,2019-07-14T16:44:09.778Z
323201,562.45916,Escherichia coli strain URMC_108,562,WGS,5137326,50.829185,10.0,167536.0,,,88,5372.0,5139.0,83.0,,98.3,,,,2019-07-14T16:46:35.896Z
323291,562.45964,Escherichia coli strain URMC_26,562,WGS,5781618,50.38915,17.0,114535.0,,5.0,152,6290.0,5906.0,85.0,,98.6,,,,2019-07-14T17:10:07.080Z
323303,562.45853,Escherichia coli strain URMC_4,562,WGS,5053341,50.550182,11.0,158767.0,,,68,5039.0,4805.0,78.0,,99.0,,,,2019-07-14T16:19:06.500Z
323311,562.45848,Escherichia coli strain URMC_50,562,WGS,4807435,50.566902,9.0,180800.0,,,55,4739.0,4537.0,79.0,,99.2,,,,2019-07-14T16:17:59.303Z
323335,562.45852,Escherichia coli strain URMC_73,562,WGS,4692056,50.851757,24.0,69843.0,,,140,4841.0,4594.0,77.0,,98.8,,,,2019-07-14T16:19:02.104Z
323341,562.45847,Escherichia coli strain URMC_8,562,WGS,4790731,50.792397,13.0,95182.0,,,98,4873.0,4643.0,77.0,,98.4,,,,2019-07-14T16:18:03.346Z
323350,562.45846,Escherichia coli strain URMC_88,562,WGS,4778625,50.682842,13.0,122944.0,,,80,4882.0,4607.0,78.0,,98.8,,,,2019-07-14T16:15:26.310Z
323356,562.45851,Escherichia coli strain URMC_93,562,WGS,4902588,50.39624,8.0,182505.0,,,60,4954.0,4748.0,74.0,,99.0,,,,2019-07-14T16:18:53.250Z
323487,562.65814,Escherichia coli strain V139,562,WGS,4739112,50.663563,9.0,194698.0,0.0,0.0,107,4718.0,,81.0,,98.1,,,,2020-10-29T01:27:42.401Z
323490,562.65819,Escherichia coli strain V161,562,WGS,4866803,50.63807,11.0,156785.0,0.0,0.0,187,4885.0,,83.0,,97.8,,,,2020-10-30T14:27:56.741Z
323491,562.65817,Escherichia coli strain V177,562,WGS,4839475,50.59772,10.0,181392.0,0.0,0.0,90,4810.0,,81.0,,98.8,,,,2020-10-30T14:27:56.741Z
323495,562.65816,Escherichia coli strain V210,562,WGS,4874026,50.645687,10.0,173559.0,0.0,0.0,166,4884.0,,86.0,,97.9,,,,2020-10-30T14:27:56.741Z
324296,562.58649,Escherichia coli strain WU34,562,WGS,5231074,50.788467,17.0,109221.0,0.0,0.0,239,5331.0,,76.0,,95.6,,,,2020-03-31T20:13:20.219Z
324297,562.58648,Escherichia coli strain WU35,562,WGS,4764440,50.975494,20.0,81209.0,0.0,0.0,259,4820.0,,74.0,,94.8,,,,2020-03-31T20:13:18.483Z
324300,562.58647,Escherichia coli strain WU40,562,WGS,4870252,50.66349,10.0,179085.0,0.0,0.0,146,4731.0,,70.0,,95.9,,,,2020-03-31T20:12:59.806Z
324301,562.58646,Escherichia coli strain WU43,562,WGS,5036288,50.735466,13.0,108538.0,0.0,0.0,189,5058.0,,75.0,,95.7,,,,2020-03-31T20:13:01.658Z
324302,562.58645,Escherichia coli strain WU44,562,WGS,5980243,48.588543,25.0,70516.0,0.0,0.0,622,5978.0,,89.0,,81.7,,,,2020-03-31T20:13:07.298Z
324303,562.58651,Escherichia coli strain WU45,562,WGS,4880607,50.933807,20.0,80768.0,0.0,0.0,189,4826.0,,69.0,,95.7,,,,2020-03-31T20:23:34.577Z
324796,562.1909,Escherichia coli strain ZTA15/01169-1EB1,562,WGS,5113214,50.97,65.0,23643.0,,,495,5500.0,5400.0,82.0,,98.8,100.0,0.4,,2017-09-28T20:15:54.508Z
